,mean,std
Unnamed: 0,0.0,0.0
elapsedtime,13142.5834486,44.56747614857122
test_elapsed,3.827648305892945,0.26373028967876977
test_loss,3.154667377471924,0.0051287724263543435
test_perplexity,23.44548428196211,0.12040475610208212
timestamp,1600133944.2396076,20776.51944050302
train_elapsed,218.25288870811465,0.722499857889417
train_throughput,168240.43716537402,203.64433160531843
valid_loss,3.1149702072143555,0.0052419701353162195
valid_perplexity,22.53300675790919,0.11816202554478204
